index:ID,name,code,status,:LABEL,业绩变动,预计净利润(元),业绩变动幅度,业绩变动原因,预告类型,上年同期净利润(元),公告日期
200901,奥飞数据,300738,normal,企业,"预计2016年1-12月归属于上市公司股东的净利润比上年同期减少45%左右	","4320万	","-45%		","公司重要联营企业京能天阶(北京)投资有限公司经年报审计,该公司对其联营企业投资的亏损额减少,直接导致我公司对京能天阶(北京)投资有限公司投资损失减少,对我公司报告期业绩预减公告中披露的2016年度归属于上市公司股东的净利润产生影响,从而导致本公司业绩与上次业绩预告产生较大差异","略减	","7855万	","2017-04-11	"
200902,亚泰集团,600881,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润同比上年可能为亏损。	","-	","-	","预计年初至下一报告期期末的累计净利润可能为亏损,主要系项目构成变化,毛利率同比下降,毛利总额同比下降所致。","首亏	","834万	","2019-10-30	"
200903,佩蒂股份,300673,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:2,000万元至3,000万元。	","2000万～3000万	","145.29%	～167.93%		","1.由于受影视行业市场环境变化影响,特别是播映平台限价以及内容、税收监管政策变化的影响,致使皇氏御嘉影视集团有限公司经营业绩出现较大幅度下降,从而影响公司第三季度的利润水平,出现较大幅度下降。2.2018年1-9月,公司因转让全资子公司北京盛世骄阳文化传播有限公司100%股权形成资产处置损失而导致当期亏损,本报告期不存在该等情况;同时公司加强主营业务的内部管理与成本控制,主营业务发展稳健,2019年1-9月整体经营情况扭亏为盈。","扭亏	","-4416万	","2019-10-15	"
200904,深桑达Ａ,32,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,688万元-8,000万元,同比增长130.00%-175.00%。	","6688万～8000万	","130%	～175%		","公司积极采取措施有效应对市场变化,以技术创新为手段,以高质量产品和高品质服务为支撑,开拓国内外市场,满足客户个性化需求,巩固和扩大产品销售量。同时,采取降本增效措施,加强管理、控制经营成本,再加上原辅材料价格同比下降,使得本年度盈利增长。四季度,泰兴化学环氧丙烷项目和DCP项目处于试生产阶段,对本年度经营业绩影响较小。","预增	","2908万	","2019-10-23	"
200905,百洋股份,2696,normal,企业,"预计公司2009 年度累计实现净利润较上年同期增长120％以上。
原因：报告期内，公司主营业务同比实现较大幅度增长，且证券投资收益同比大幅增加。	","0	","120%	～0%		",-,"预增	","8043万	","2010-01-09	"
200906,大西洋,600558,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润同比上年下降幅度较大。	","-	","-	","预计年初至下一报告期期末的累计净利润与上年同期相比下降幅度较大,主要系上年同期公司根据战略转型需要,处置部分金融资产取得较大投资收益所致。","略减	","12.02亿	","2019-10-29	"
200907,华峰氨纶,2064,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:10,000万元至13,000万元,同比上年增长:116.17%至181.03%。	","1.00亿～1.30亿	","116.17%	～181.03%		","1、报告期内公司坚持以深耕内容制作为核心,打造精品影视作品,各项业务进展顺利。2、报告期内公司业绩较上年同期实现大幅增长,主要因为电影《流浪地球》等项目收益确认。","预增	","4626万	","2019-10-15	"
200908,山东出版,601019,normal,企业,"预计2015年1-12月归属于上市公司股东的净利润与上年同期相比增长45%-65%。	","9.60亿～10.92亿	","45%	～65%		",-,"预增	","6.62亿	","2016-01-29	"
200909,上海雅仕,603329,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:13,781.81万元-19,811.35万元,同比变动:-20.00%至15.00%。	","1.38亿～1.98亿	","-20%	～15%		","报告期,公司持续加大在智慧能源、大数据、区块链、人工智能、物联网等技术领域的研发投入。特别是公司已启用自有资金,对审批之中的可转换公司债券募投项目提前投资,以进一步加快项目进度,及时抓住市场需求,优化产品结构,为进一步提高公司盈利能力提前作出布局。","续盈	","1.72亿	","2018-10-26	"
200910,贝肯能源,2828,normal,企业,"预计2019年1-3月归属于上市公司股东的净利润盈利:58,451.59万元–66,569.86万元,比上年同期增长:80%-105%	","5.85亿～6.66亿	","80%	～105%		","1、广发证券业绩同比大幅增长,公司投资收益同比增长。2、2019年第一季度股票市场量价齐升,公司交易性金融资产公允价值变动同比增加。","预增	","3.25亿	","2019-04-13	"
200911,湘潭电化,2125,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:3,000万元-6,000万元,同比下降107.91%-115.81%。	","-6000万～-3000万	","-115.81%	～-107.91%		","公司预计1-9月份业绩亏损的主要原因是公司房地产开发项目没有满足结转收入条件的新项目,导致公司本期业绩亏损。","首亏	","3.79亿	","2019-08-30	"
200912,武汉中商,785,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:116,328.38万元至125,276.72万元,同比上年增长:30%至40%。	","11.63亿～12.53亿	","30%	～40%		","本报告期公司营业收入和净利润持续增长,净利润同比增长30%-40%。一方面公司品牌影响力持续增强,各项业务经营规模不断扩大,市场占有率持续提高;另一方面,国家近视防控战略、防盲治盲等政策的大力推进促进了居民眼健康意识的不断加强,医疗消费稳步升级,促进了公司业绩的稳定增长。公司预计本报告期内非经常性损益对净利润的影响金额为-400万元左右。","略增	","8.95亿	","2019-10-14	"
200913,东材科技,601208,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利:61,502.98万元至69,190.85万元,同比上年增长:60%至80%。	","6.15亿～6.92亿	","60%	～80%		","公司多年来深耕纤维复合材料中高端领域,布局锂电池隔膜等战略新兴材料领域,成效逐步显现。报告期内,公司所有业务板块全面实现盈利,主导产业经营情况持续向好。1、风电叶片产业:风电政策落地,行业景气上行,产品结构和产能布局调整效果显著,充分受益于大功率大叶型叶片的结构化紧缺;2、玻璃纤维产业:受行业新增产能投放及中美贸易摩擦影响,玻纤量价承压。公司通过持续优化产能及产品结构、深入推进降本增效以及新产品逐步放量,公司主要产品,包括细纱、风电纱及热塑纱均保持较高的盈利水平;3、锂电池隔膜产业:滕州新生产线运转情况良好,良率不断提升,产能加速释放,国内外主流客户开拓顺利,实现批量销售;4、气瓶产业:受益于新产品放量及行业复苏,气瓶产业盈利能力大幅提升。","预增	","3.84亿	","2019-07-12	"
200914,广安爱众,600979,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:540万元-790万元。	","540万～790万	","117.44%	～125.52%		","(一)2018年公司生产经营逐步恢复正常,开源节流,降本增效,公司发展呈现良好态势。(二)2018年4月,公司与春林公司签订了《林木资产及林地使用权转让合同》,将公司依法取得并合法持有并经实地调查后可流转的38,590.91亩林地使用权及附属活立木转让给春林公司,转让总价为5,392.10万元。本次资产转让为公司带来收益3,200万元,具体内容详见公司2018-078的公告。(三)2018年12月,公司与森达公司签订了《资产转让合同》,公司将依法取得并合法拥有的位于景谷县钟益公路那腊小组旁登记号为景国用2004字085号的40,488.5㎡综合用地及地上附着物厂房建筑、生产线机械设备(即:公司中密度纤维板车间(二车间)相关全部资产)以2,600万元人民币的售价打包出售给森达公司。本次资产转让为公司带来收益450万元。","扭亏	","-3096万	","2019-01-31	"
200915,润邦股份,2483,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:80,000万元-90,000万元,同比增长108.76%-134.86%。	","8.00亿～9.00亿	","108.76%	～134.86%		","公司经营情况良好,预期营业收入及毛利率较上年同期均有所增长。","预增	","3.83亿	","2019-08-29	"
200916,东风股份,601515,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:436,000.00万元-526,000.00万元,比上年同期变动:-8.61%至10.26%。	","43.60亿～52.60亿	","-8.61%	～10.26%		","2017年度归属于上市公司股东的净利润包含公司处置部分股权带来的一次性收益。为保持同口径和可比性,公司按照扣除非经常性损益后的归属于上市公司股东净利润口径(“扣非后归母净利润”),预计2018年度经营业绩情况如下:2018年度扣非后归母净利润变动幅度:-8.17%至10.73%2018年度扣非后归母净利润变动区间(万元):340,000.00至410,000.002017年度扣非后归母净利润(万元):370,263.75公司在保持传统业务健康稳健发展的同时,加大和加快了对新业务网络建设的关键资源投入。相关前置性投入短期内影响利润增长。","续盈	","47.71亿	","2018-10-27	"
200917,德联集团,2666,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:4,260.2万元至4,697.15万元,同比上年增长:95%至115%。	","4260万～4697万	","95%	～115%		","1、报告期内,公司主营业务相对平稳,全资子公司西藏仟源药业有限公司收到了3,625.02万元的产业发展扶持基金,导致公司归属于上市公司股东的净利润同比出现大幅增长。2、报告期内预计非经常性损益对净利润的影响约3,868.30万元,主要是公司收到政府补助等。","预增	","2185万	","2019-10-14	"
200918,招商公路,1965,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:9,396.85万元-9,896.85万元,同比增长404.92%-431.79%。	","9397万～9897万	","404.92%	～431.79%		","公司积极进行市场拓展,研发的新项目投入量产,主要客户需求增加,公司整体收入及毛利率同比增长。","预增	","1861万	","2019-08-23	"
200919,弘高创意,2504,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润可能仍为亏损。	","-	","-	","根据目前市场环境和公司年初至本报告期末的营业收入、归属于上市公司股东的净利润较上年同期大幅下降等经营情况,公司预计年初至下一报告期期末的累计经营性净利润可能仍为亏损。上述业绩预测不构成对投资者的承诺,具体财务数据以经审计后的公司2019年年度财务数据为准,敬请广大投资者谨慎决策,注意投资风险。","续亏	","-9.05亿	","2019-10-31	"
200920,湖南投资,548,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润存在同比2018年度有可能潜在下降超出30%的风险。	","1.81亿	","-30%		","鉴于宁波电控全年业绩预估难达预期,存在潜在的计提商誉减值的可能;以及子公司天津传动现阶段处于设备安装调试和小批生产阶段,由此带来的折旧等相关运营费用也会对年度业绩带来一定的影响;虽然目前公司本部四季度市场需求预测明显回升和订单充足,但能否达到预期还受市场等因素的影响;综合考虑上述影响因素,公司谨慎预估本年度业绩存在同比2018年度有可能潜在下降超出30%的风险。针对上述潜在影响,公司积极应对,随着2020年天津传动产能的逐步释放及新客户新市场新产品项目的投产,天津传动将加大出产逐步消化其投资成本等压力,为公司业绩增长做出贡献;另外宁波电控加大新客户新产品市场开拓力度,根据市场预测其订单也在回升,未来业绩预期也在向好;公司本部将继续加大出产和新产品产出,进一步降低制造成本,扩大销售,以保持公司2020年度总体业绩的向好回升。","略减	","2.59亿	","2019-10-26	"
200921,沃尔核材,2130,normal,企业,"预计2015年1-9月归属于上市公司股东的净利润:85,025万元—93,254万元,比上年同期增长:55.00%—70.00%。	","8.50亿～9.33亿	","55%	～70%		","一、公司2015年1-9月业绩与上年同期相比大幅上升,业绩增长的主要原因有:1、控股子公司杭州中美华东制药有限公司(以下简称“中美华东”)营业收入继续保持较快增长,同比增长幅度预计为20%~30%;2、公司2014年收购中美华东25%少数股权并于2014年9月正式纳入合并报表后,本期归属于上市公司股东的合并净利润相应增加;3、中美华东2014年9月已重新获得国家高新技术企业认定,本期所得税按照15%预缴;上年同期未获得认定批复暂按25%预缴所得税。(公司2014年一季报、半年报、三季报中中美华东所得税暂按照25%预缴,2014年年报按照15%所得税实际汇算清缴)。二、公司预计2015年半年度非经常性损益对净利润的影响金额为:900万元~1,200万元,上年同期非经常性损益的金额为818万元。三、其他相关说明本次业绩预告是公司初步估算结果,具体财务数据以公司披露的2015年第三季报报告为准。","预增	","5.49亿	","2015-08-14	"
200922,沈阳化工,698,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:6,000万元至8,500万元,同比上年下降:93.95%至95.73%。	","6000万～8500万	","-95.73%	～-93.95%		","报告期内,公司归属于上市公司股东的净利润较上年同期下降,主要原因为:上年同期盈利主要系转让房地产业务带来投资收益13.37亿元的影响(扣除所得税的影响对上年同期利润影响约10.6亿元)。","预减	","14.05亿	","2019-10-15	"
200923,京能置业,600791,normal,企业,"预计2019年1-3月归属于上市公司股东的净利润盈利4,580.41万元-5,080.41万元,同比增长44%-60%	","4580万～5080万	","44%	～60%		","报告期内干净空气、高效节能市场需求旺盛,同时因部分募投项目投产,技术改造升级,使报告期内公司营业收入较上年同期增长较大。","预增	","3180万	","2019-04-12	"
200924,龙源技术,300105,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:8,795.77万元至9,477.55万元,同比上年下降:4.1%至11%。	","8796万～9478万	","-11%	～-4.1%		","2019年公司前三季度业绩同比下降主要原因:报告期内公司实施了2019年限制性股票激励计划向激励对象首次授予了限制性股票,计提股份支付费用3,892万元,其中第三季度计提股份支付费用1,946万元。如果剔除计提的股份支付费用公司经营业绩继续有一定幅度的增长。","略减	","9883万	","2019-10-15	"
200925,皇氏集团,2329,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:9,227.47万元–11,790.65万元,比上年同期上升:80%-130%	","9227万～1.18亿	","80%	～130%		","销售费用增加:根据公司战略规划,公司终端的改造升级以及新业务的拓展,相应的市场投入和人力成本等增加。计提商誉减值准备:报告期内,受外贸环境影响,公司控股子公司福建大方睡眠科技股份有限公司(以下简称“大方睡眠”)经营业绩出现下滑,公司因收购大方睡眠所形成的商誉存在减值迹象,因此需要计提相应的商誉减值准备,具体的减值金额公司将聘请具备证券从业资格的评估机构及审计机构进行评估和审计确定。计提可供出售金融资产减值准备:报告期内,公司参股的北京婚礼堂文化传播有限公司因市场环境变化,与实际承诺的业绩差距较大,基于谨慎性原则,公司进行减值测试,需计提相应的减值准备,最终的减值准备金额以审计机构的审计为准。","预增	","5126万	","2019-01-31	"
200926,红 宝 丽,2165,normal,企业,"预计2019年1-3月归属于上市公司股东的净利润盈利:1,668.48万元–2,264.36万元,比上年同期增长:40%-90%。	","1668万～2264万	","40%	～90%		","1.公司“高端智能装备”板块延续了2018年以来的增长行情,经营业绩持续向好。报告期内,“高端智能装备”板块贡献的营业收入较去年同期的增长幅度约为44%,贡献的归属于上市公司股东的净利润较去年同期增长幅度约为112%。2.全资子公司北京普莱德新能源电池科技有限公司2019年第一季度费用较去年同期大幅增长。","预增	","1192万	","2019-03-30	"
200927,马应龙,600993,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:15,000万元至19,000万元。	","-1.90亿～-1.50亿	","50.87%	～61.21%		","报告期内,由于近年来宏观经济形势变动,受汇率变动影响等原因,导致公司汇兑损失较大,以及财务费用上升;同时根据国家相关政策,公司下属医院取消药品加成、下调检查费用及药品销售费用同比增加,导致公司净利润不及预期,业绩亏损。","减亏	","-3.87亿	","2019-10-15	"
200928,汇鸿集团,600981,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利2,185.64万元–5,464.10万元,同比下降50%-80%。	","2186万～5464万	","-80%	～-50%		","业绩预告期间内归属于上市公司股东的净利润同比下降的主要原因是:1、为了将公司的轮胎工厂全面改造升级成“工业4.0”智能化工厂,公司位于湖北十堰的双星东风轮胎子公司于2018年三季度开始全面停产;2、公司募投项目高性能乘用车子午胎“工业4.0”示范基地项目于报告期末投产;3、公司对存货计提减值准备,对部分客户应收账款计提坏账准备(详见公司于2018年12月29日披露的《关于对应收账款单项计提坏账准备的公告》)。以上因素综合导致公司报告期内利润同比下降。","预减	","1.09亿	","2019-01-31	"
200929,北京文化,802,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:2,191.27万元-4,382.53万元,同比上年下降:40%-70%。	","2191万～4383万	","-70%	～-40%		","2019年预计的经营业绩下降主要原因是公司预计营业收入同比存在下行压力,导致利润水平有所下降。公司将采取多项应对措施,积极调整经营工作。本次业绩变动说明是公司财务部门初步测算的结果。2019年具体数据将在公司2019年年度报告中详细披露。","预减	","7304万	","2019-10-22	"
200930,广深铁路,601333,normal,企业,"预计2015年1-12月归属于上市公司股东的净利润与上年同期相比将减少较多	","-	","-	","预测年初至下一报告期末,公司的累计净利润与上年同期相比将减少较多,主要原因系2014年3月末处置子公司北大荒米业集团有限公司股权,米业公司超额亏损,净资产为负值,按照《企业会计准则》规定,合并报表形成收益64,215.27万元。","预减	","8.00亿	","2015-10-27	"
200931,光电股份,600184,normal,企业,"预计2015年1-12月归属于上市公司股东的净利润盈利:37,000万元至39,000万元,相比上年度的变动幅度将在15%~25%之间。	","3.70亿～3.90亿	","15%	～25%		",-,"略增	","3.09亿	","2016-01-20	"
200932,天保基建,965,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利15,200万元左右,同比上年增长710.25%左右。	","1.52亿	","710.25%		","(一)主营业务影响预计归属于上市公司股东的扣除非经常性损益的净利润与上年同期基本持平。(二)非经营性损益的影响公司本次业绩预增的主要原因为非经常性损益事项所致。与上年同期相比,本期非经常性损益事项合计增加2018年净利润13300万元,主要是由于:1、与上年同期相比,计入当期损益的政府补助增加约9700万元。主要是公司当期收到的援企稳岗补助资金和其他科研等补助资金增加所致。2、与上年同期相比,当期营业外支出减少4100万元。主要是2017年公司物资供应分公司因保理业务涉诉事项计提预计负债4111.97万元。","预增	","1876万	","2019-01-25	"
200933,远光软件,2063,normal,企业,"预计2012年1月1日至2012年12月31日归属于上市公司股东的净利润与上年同期相比,将增长70%左右。	","3.60亿	","70%		","(一)本期唐黄路、航城路项目竣工进入回购期;
(二)公司投资的机场北通道项目红线工程及绿线工程取得审计报告,确认其项目管理收入。","预增	","2.12亿	","2013-01-15	"
200934,吉林敖东,623,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:26,000万元至32,000万元。	","2.60亿～3.20亿	","32.84%	～63.49%		","本次变动的主要原因系自2019年1月1日起公司执行修订后的《企业会计准则第22号—金融工具确认和计量》,将持有的万华化学股份重分类为以公允价值计量且其变动计入当期损益的其他非流动金融资产,报告期该项资产公允价值变动增加当期业绩约13225万元。","预增	","1.96亿	","2019-10-15	"
200935,爱尔眼科,300015,normal,企业,"预计2015年1-6月归属于上市公司股东的净利润与上年同期相比不会发生重大变化。	","-	","-	","公司审计截止日后经营状况正常,不会导致公司2015年1-6月净利润相比上年同期发生重大变化。","不确定	","5475万	","2015-06-26	"
200936,ST景谷,600265,ST,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利22786.15万元-24357.15万元,同比上年增长45%-55%。	","2.28亿～2.44亿	","45%	～55%		","(一)主营业务影响公司2017年销售收入与上年同期相比实现了较快增长,公司主要产品增长良好,产品结构进一步升级优化,带动营收和利润增长。(二)非经营性损益的影响非经常性损益影响预告期归属于上市公司股东的净利润为1,580万元~1,680万元,上年同期非经常性损益金额为1,683.80万元。(三)会计处理的影响公司控股子公司雪利曼电子在整个预告期间内合并报表而去年同期的合并期间为11月和12月两个月。本预告期内雪利曼电子归属于上市公司股东的净利润预计为1,240万元~1,400万元,上年同期雪利曼电子归属于上市公司股东的净利润为153.41万元。","预增	","1.57亿	","2018-01-16	"
200937,沪电股份,2463,normal,企业,"预计2017年1-6月归属于上市公司股东的净利润盈利3,071万元–3,839万元,与上年同期相比,将减少50%-60%	","3071万～3839万	","-60%	～-50%		","2017年半年度,公司预计归属于上市公司股东的净利润3,071–3,839万元,较上年同期减少50%-60%,主要系公司本期完工合同金额减少,及本期财务费用增加所致;其中,本期财务费用增加主要原因:1、本期公司生产物资备货增加导致本期短期借款增加,使本期利息支出增加;2、受欧元升值影响,公司本期计提的外币借款汇兑损失增加。","预减	","7678万	","2017-07-19	"
200938,中材科技,2080,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:3,750.61万元至4,500.73万元,同比上年增长:0%至20%。	","3751万～4501万	","0%	～20%		","1、报告期内,公司认真落实2019年度经营计划,持续加强技术创新,积极开拓国内外市场,公司主营业务稳步提升,使得公司的营业收入稳步增长。2、报告期内,预计非经常性损益约为900万元左右,上年同期非经常性损益为961.58万元。","略增	","3751万	","2019-10-14	"
200939,顺丰控股,2352,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利378,390万元-406,420万元,同比增加35%到45%。	","37.84亿～40.64亿	","35%	～45%		","本报告期归属于上市公司股东的净利润较上年同期增长较快,业绩增长的主要原因系:(一)主营业务影响2017年受益于规模扩张和豪华品牌的快速增长,公司盈利能力得到进一步提升;新车销量产生的规模效应和各衍生业务板块的持续产品创新,使公司在售后维修、佣金代理、融资租赁等业务贡献持续加大,进一步改善公司毛利结构。同时,公司借助ERP管理系统,通过加强精细化管理持续提升业绩。(二)会计处理的影响报告期内公司收购温州捷骏汽车有限公司、台州捷顺汽车有限公司等汽车经销商,公司业务规模逐渐扩张,本期合并报表范围较上年同期发生较大变化。同时公司2016年收购项目(广汇宝信汽车集团有限公司、尊荣亿方集团大连投资有限公司、深圳市鹏峰汽车(集团)有限公司等)在报告期发挥了协同效应,品牌组合及区域分布优势进一步得以显现。","略增	","28.03亿	","2018-01-30	"
200940,仟源医药,300254,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:9,800万元至12,000万元。	","-1.20亿～-9800万	","-529.12%	～-450.45%		","随着婴儿出生数的下降,婴儿奶粉行业的市场增长趋缓,行业形势严峻,品牌竞争加剧,市场需要加大投入,叠加乳铁蛋白涨价、公司非经常性收益较上年同期大幅减少等因素影响,公司报告期同比利润由盈转亏。第三季度,公司管理层脚踏实地,战略性解决了乳铁蛋白供应问题,通过细分市场品类的突破,保持了主营业务收入的逆势增长,实现当季盈利。","首亏	","2796万	","2019-10-10	"
200941,华东医药,963,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利:218.51万元至247.64万元,同比上年增长:50%至70%。	","219万～248万	","50%	～70%		","报告期内,公司进一步加强内控管理,严格控制费用支出,销售费用下降。另外,子公司吉林得利斯食品有限公司生猪屠宰量增加,利润增加。","预增	","146万	","2019-07-12	"
200942,再升科技,603601,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利21,048.83万元-28,702.95万元,同比上年增长10.00%-50.00%	","2.10亿～2.87亿	","10%	～50%		",主要系公司包装油产品销售数量增长和资产处置收益增加所致。,"略增	","1.91亿	","2018-10-29	"
200943,精研科技,300709,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:9,000万元-12,500万元,同比上年下降:43.08%-59.02%。	","9000万～1.25亿	","-59.02%	～-43.08%		","2019年度业绩预计同向下降的主要原因:报告期内公司主营产品价格同比下降;主要原材料天然气价格上涨,成本增加。","预减	","2.20亿	","2019-10-31	"
200944,游久游戏,600652,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利51,500万元,同比减少64%左右。	","5.15亿	","-64%		","2018年公司房地产业务继续保持平稳健康发展,房地产业务符合收入确认条件的房地产销售面积较上期增加,带来本期房地产销售收入同比增长;但同时,受到公司已出售的原子公司中程租赁有限公司本期亏损等以及2018年金融投资业务产生投资损失对公司业绩的影响,预计公司2018年业绩呈现收入和利润的不匹配,在营业收入增长的情况下,归属上市公司股东净利润同比减少。具体原因分析如下:1、公司已出售的原子公司中程租赁有限公司(以下简称“中程租赁”)对公司业绩影响:2018年以来,鉴于融资租赁行业下行风险的影响,中程租赁业务和资产风险显露,公司于2018年11月完成对外转让中程租赁100%股权事项。至此,中程租赁不再纳入公司合并报表范围,全部资产、负债及业务等从公司完全剥离,不再对公司构成影响,但对公司2018年业绩产生影响2、金融投资业务对公司业绩的影响。3、地产板块业务对公司业绩的影响剔除金控业务,2018年,公司房地产业务继续保持平稳健康发展,房地产业务符合收入确认条件的房地产销售面积较上年同期增加,带来本期房地产销售收入同比增长,预计实现营业收入1,307,500.00万元,预计实现归属上市公司股东的净利润135,900.00万元,预计实现归属于上市公司股东的扣除非经常性损益的净利润136,800.00万元,同比增加69,200.00万元,增加98%。","预减	","14.12亿	","2019-01-30	"
200945,精锻科技,300258,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:10,336.19万元-15,504.28万元,比上年同期变动:-20.00%至20.00%。	","1.03亿～1.55亿	","-20%	～20%		",产品销售结构变化引起的综合毛利率下降、研发费用投入增加以及营销渠道拓展等综合影响。,"续盈	","1.29亿	","2018-10-30	"
200946,东旭蓝天,40,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:58,409.14万元-66,027.73万元,比上年同期增长:15.00%-30.00%。	","5.84亿～6.60亿	","15%	～30%		","公司积极践行发展战略,提升管理效率,预计2018年度能实现销售业绩的增长,保持稳定的盈利能力,取得良好的经营业绩。","略增	","5.08亿	","2018-10-31	"
200947,华统股份,2840,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利4,360.92万元,同上年增长47%。	","4361万	","47%		","1、主要由于报告期内公司防务产品结构、销量变动和民品主营收入增长,影响净利润增加。2、报告期内,受权益法核算的投资企业当年经营盈利,影响投资收益同比增加约1,700万元。3、报告期内,公司全资子公司西安北方光电科技防务有限公司计提应收云南天达光伏科技股份有限公司款项坏账准备约3,900万元,同比增加约1,000万元,影响净利润同比减少1,000万元。4、报告期内,公司非经常性损益约550万元,同比增加130万元,主要为政府补助增加。","略增	","2961万	","2018-01-27	"
200948,梦洁股份,2397,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润亏损20,000万元	","-2.00亿	","-881.08%		","(一)主营业务影响:报告期内,公司种子与食品贸易产业盈利能力有所增强,营业收入有所增加,亏损有一定减少,但主业还是处于继续亏损状态。种子行业,报告期内,国内玉米种子行业整体库存高企,农作物新品种不断涌现,市场竞争压力仍然较大,公司加大了库存种子和新品种销售力度,公司种子行业营业收入较上年有所增长,亏损较上年有所减少,控股子公司敦煌种业先锋良种有限公司经营情况得到一定改善,收入大幅增加,业绩明显回升;食品与贸易产业,报告期内,公司围绕战略实施,加大了食品与贸易方面的引进、合作力度,培养了上下游经营管理团队,初步形成了从种苗到餐桌果蔬全业务链的产业模式,食品与贸易产业营业收入较上年有大幅增加,但由于受中美贸易摩擦的影响,本年度仍处于亏损状态。(二)非经常性损益的影响:公司上期通过股转系统出售持有的东海证券3,050万股,实现投资收益31,953.97万元,本期无此类投资收益。","首亏	","2561万	","2019-01-31	"
200949,东方精工,2611,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:20,000万元-25,000万元,同比增长13.66%-42.08%。	","2.00亿～2.50亿	","13.66%	～42.08%		","在汽车行业整体发展放缓的环境下,公司现有项目盈利能力有所提升,相关费用有所下降。","略增	","1.76亿	","2019-10-24	"
200950,恒康医疗,2219,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:2169.45万元-3,869.45万元,上年同期下降:53%-73%。	","2169万～3869万	","-73%	～-53%		",公司本次业绩预减的主要原因是:1、公司涉及诉讼的大额贸易业务和融资租赁业务本报告期计提资产减值准备约4000万元;2、公司投资业务“信诚基金定丰35号资产管理计划”及“国道稳投7号私募证券基金”清算亏损约2000万元。,"预减	","8269万	","2019-01-31	"
200951,青岛双星,599,normal,企业,"预计2019年1-3月归属于上市公司股东的净利润盈利:842.90万元-1123.87万元,比上年同期变动:-10%至20%。	","843万～1124万	","-10%	～20%		","母公司经营情况稳定,业绩变化主要是子公司市场情况变化所致。","续盈	","937万	","2019-03-27	"
